Key,Source,Context,Changes,English,French,German,Klingon,Spanish
tigerAlbinoItem,,,,Albino Tiger,Albino Tiger,,,
tigerAlbinoItemDesc,,,,"これは珍しい！しっかり世話をしましょう！ペット用ツールが使えます。([87cefa]whistle[-], [87cefa]collar[-], [87cefa]toy[-] and [87cefa]pet staff[-])","This one is a rarity! Take good care of it! You can use pet tools with it ([87cefa]whistle[ffffff], [87cefa]collar[ffffff], [87cefa]toy[ffffff] and [87cefa]pet staff[ffffff])",,,
scienceStation,,,,Science Workstation,Science Workstation,,,
scienceStationDesc,,,,「科学研究台」は医学や化学など自然科学の高度な作業をするのに適しています。,Advanced workstation to perform scientific and chemical operations,,,
scienceStationGroupDesc,,,,[66ff00]Science Workstation[-]の部品です。\n他の部品を作って組み立てましょう！,A part of the [66ff00]Science Workstation[ffffff]. Build other parts and assemble them together.,,,
50cal,,,,50 BMG ammo,50 cal ammo,,,
50calDesc,,,,「50 BMG弾薬」は長距離射撃で素晴らしい弾道を描きます。50 BMG弾は1マイル先の相手に正確な狙いを付けられる、大戦前ではよく使われた弾薬です。,50 BMG ammo offers fantastic ballistics for long-range sniping or target shooting. You can find match ammunition for 50 BMG rounds today that can be used to accurately tag a target from more than one mile away.\n [ Crafted in Ammo Workbench. ],,,
BrowningItem,,,,M2 Machine Gun,M2 Machine Gun,,,
BrowningItemDesc,,,,「M2マシンガン」もといブローニング50口径マシンガンは巨大かつ高威力な50 BMG弾倉を使います。[66ff00]M2 Tripod[-]にのせて[66ff00]Electrical Screwdriver[-]で設置します。,The M2 Machine Gun or Browning .50 Caliber Machine Gun uses the much larger and much more powerful .50 BMG cartridge. You can mount it on the [66ff00]M2 Tripod[ffffff] using an [66ff00]Electrical Screwdriver[ffffff].,,,
BrowningTripodBlock,,,,M2 Tripod,M2 Tripod,,,
BrowningTripodBlockDesc,,,,「M2三脚」は[43b3ae]M2 Machine Gun[-]の固定銃座です。設置と固定に[66ff00]Electrical Screwdriver[-]を使います。,The M2 Tripod is a mounting point for your [43b3ae]M2 Machine Gun[ffffff]. Place it and mount the gun using an [66ff00]Electrical Screwdriver[ffffff].,,,
OldMGItem,,,,Old Machine Gun,Old Machine Gun,,,
OldMGItemDesc,,,,このマシンガンについてよく知られていることは、……オンボロだってことだけです。自己責任で使いましょう。[66ff00]Rusty MG Support[-]に[66ff00]Electrical Screwdriver[-]で固定できます。,"We don't know much about this gun, except it's old.... use at your own risk. You can mount it on the [66ff00]Rusty MG Support[ffffff] using an [66ff00]Electrical Screwdriver[ffffff].",,,
OldMGTripodBlock,,,,Rusty MG Support,Rusty MG Support,,,
OldMGTripodBlockDesc,,,,この[43b3ae]Old Machine Gun[-]用「三脚」はあんまり安定しません…。しかし、使えるっちゃ使えますよ！[66ff00]Electrical Screwdriver[-]で固定します。,This [43b3ae]Old Machine Gun[ffffff] support may not be very stable... But it serves its purpose! Place it and mount the gun using an [66ff00]Electrical Screwdriver[ffffff].,,,
OldMG,,,,古いマシンガン銃座,Old Machine Gun Turret,,,
OldMGDesc,,,,あなたは使用中に死にました。装備することでもう一度タレットに戻すことができます。,"You died while maning a turret. Once you equip this, it will turn back into a turret",,,
ammoWorkbench,,,,Ammo Workbench,Ammo Workbench,,,
ammoWorkbenchDesc,,,,この掘り出し物の「弾薬作業台」は効率的弾薬作成を可能にします。,This salvaged specialized workstation allows you to optimize bullet production,,,
MilitaryScrewer,,,,Electrical Screwdriver,Electrical Screwdriver,,,
MilitaryScrewerDesc,,,,この高耐久な「軍用ドライバー」は右クリックで三脚に[43b3ae]マシンガン[-]の設置を可能にします。左クリックで取り外しもできます。,This long duration military screwdriver allows you to quickly mount(right-click) and unmount(left-click) [43b3ae]Heavy Machineguns[ffffff].,,,
Browning,,,,M2マシンガン銃座,M2 Machine Gun Turret,,,
BrowningDesc,,,,あなたは使用中に死にました。装備することでもう一度タレットに戻すことができます。,"You died while maning a turret. Once you equip this, it will turn back into a turret",,,
RadSuitKey,,,,Key,Key,,,
RadSuitKeyDesc,,,,HAZMATロッカーを開ける「鍵」です。,A key to unlock the hazmat locker,,,
donkeyItem,,,,Donkey,An Ass,,,
donkeyItemDesc,,,,やったぜ！これはいい「ロバ」だ！\n旅のあいだあなたについていき[43b3ae]持ち物を運ん[-]でくれます。,Now... That's a nice ass! \nFollowing you during your journey. Can carry your [43b3ae]inventory[ffffff] for you.,,,
radSyringeBook,,,,Special Receipt,Special Receipt,,,
radSyringeBookDesc,,,,対放射線注射の「特別なレシピ」。,Receipt to make anti-radiation syringes.,,,
partsRevolver_grip,,,,SteamPunk Revolver Grip,SteamPunk Revolver Grip,,,
partsRevolver_cylinder,,,,SteamPunk Revolver Cylinder,SteamPunk Revolver Cylinder,,,
partsRevolver_parts,,,,SteamPunk Revolver Parts,SteamPunk Revolver Parts,,,
partsRevolver_frame,,,,SteamPunk Revolver Frame,SteamPunk Revolver Frame,,,
partsGunRevolver_grip,,,,Small Revolver Grip,Small Revolver Grip,,,
partsGunRevolver_cylinder,,,,Small Revolver Cylinder,Small Revolver Cylinder,,,
partsGunRevolver_parts,,,,Small Revolver Parts,Small Revolver Parts,,,
partsGunRevolver_frame,,,,Small Revolver Frame,Small Revolver Frame,,,
partsBrowning_barrel,,,,Browning MG Barrel,Browning MG Barrel,,,
partsBrowning_stock,,,,Browning MG Cylinder,Browning MG Cylinder,,,
partsBrowning_parts,,,,Browning MG Parts,Browning MG Parts,,,
partsBrowning_receiver,,,,Browning MG Receiver,Browning MG Receiver,,,
partsBrowningGroup,,,,ブローニングマシンガンのパーツです。集めて[66ff00]Browning Gun[-]を作ろう！,A part of the Browning Mounted Gun. Assemble with other parts to create a complete [66ff00]Browning Gun[ffffff],,,
Mustang,,,,Charger,Charger,,,
MilitaryHeadset,,,,Headset Helmet,Headset Helmet,,,
MilitaryHeadsetDesc,,,,特別任務用「マイク付きヘルメット」[66ff00]Walky Talky[-]をツールベルトに入れて使います。長距離通信を助けます。,"Special Operations Headset Adaptable Helmet. Using this with a turned on [66ff00]Walky Talky[ffffff] on your belt, allows you to keep long distance effordless communication.",,,
WalkyTalky,,,,Walky Talky Radio,Walky Talky Radio,,,
WalkyTalkyDesc,,,,「無線機」は長距離通信につかわれます。[66ff00]F[-]キーでON/OFFを切り替え、[66ff00]INSERT[-]キーで周波数を変えます。チャット欄で'[66ff00]/r[-]'で始まるメッセージを討てば今の周波数に送ります。同じ周波数のメッセージは全て読めます。,"Used for long-range communications. Press [66ff00]F[ffffff] to turn on/off. Press [66ff00]INSERT[ffffff] to change channel. To communicate with others, type in chat with leading '[66ff00]/r[ffffff]' to transmit on the current channel. Anyone with equipped radio and listening to the same channel will see your message.",,,
MegaPhone,,,,MegaPhone,MegaPhone,,,
MegaPhoneDesc,,,,会話距離を伸ばす「拡声器」です。装備すれば[e62020]40[-]メートル先まで声が届きます。,Used to increase communication distance between players. Equip it to increase your chat distance to [e62020]40[ffffff] meters.,,,
x-radBoots,,,,X-Rad Boots,X-Rad Boots,,,
x-radGloves,,,,X-Rad Gloves,X-Rad Gloves,,,
x-radMask,,,,X-Rad Mask,X-Rad Mask,,,
x-radShirt,,,,X-Rad Shirt,X-Rad Shirt,,,
x-radPants,,,,X-Rad Pants,X-Rad Pants,,,
x-radClothesGroupDesc,,,,手作り「対放射線スーツ」です。放射線以外の防御能力は皆無で、防水効果と少し保温効果があります。,"Handmade piece of the anti-radiation suit. It does not only protect you from radiation, it can keep you dry and reasonably warm.",,,
powerWeaponsBook,,,,Sparking Wires,Sparking Wires,,,
powerWeaponsBookDesc,,,,「電通ワイヤー」：この本は動力の配線について発展的な内容を記しています。,This book will teach you some advanced tricks about power wiring,,,
Silencer,,,,Silencer,Silencer,,,
SilencerDesc,,,,[43b3ae]Automatic Rifles[-]の追加パーツです。\n消音効果の代わりに多少の威力低減があります。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,"Attachment for [43b3ae]Automatic Rifles[ffffff]. \nReduces weapon noice drastically, but also slightly reduces damage. \nPress [66ff00]Insert[ffffff] button to open attachment menu.",,,
Mag_Extended,,,,Extended Magazine,Extended Magazine,,,
Mag_ExtendedDesc,,,,[43b3ae]Automatic Rifles[-]の追加パーツ\n装填数：[e62020]+30[-]発\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]Automatic Rifles[ffffff]. \nMagazine Size: [e62020]+30[ffffff] rounds. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Sight_Advanced,,,,Reflex Sight,Reflex Sight,,,
Sight_AdvancedDesc,,,,[43b3ae]Automatic Rifles[-]の追加パーツ\n中距離戦闘に最適な照準。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]Automatic Rifles[ffffff]. \nGrants comfortable sight for middle-range combat. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Sight_AimPoint,,,,Advanced Scope (MTAR),Advanced Scope (MTAR),,,
Sight_AimPointDesc,,,,[43b3ae]MTAR[-]の追加パーツ\n長距離戦闘に最適なズームスコープ。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]MTAR[ffffff]. \nAdds zoomed scope for long-range combat. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
LaserAttachment,,,,Laser Sight,Laser Sight,,,
LaserAttachmentDesc,,,,[43b3ae]Automatic Rifles[-]の追加パーツ\n狙いやすいレーザースコープ。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]Automatic Rifles[ffffff]. \nAdds laser beam for better aiming. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Sight_ACOG,,,,Advanced Combat Optical Gunsight,Advanced Combat Optical Gunsight,,,
Sight_ACOGDesc,,,,[43b3ae]Automatic Rifles[-]の追加パーツ。\n長距離戦闘用のズームスコープです。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]Automatic Rifles[ffffff]. \nAdds zoomed scope for long-range combat. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Grip,,,,Advanced Grip,Advanced Grip,,,
GripDesc,,,,[43b3ae]Automatic Rifles[-]の追加パーツ。\n銃の反動を抑えるグリップ。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]Automatic Rifles[ffffff]. \nReduces weapon recoil. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Barrel_Advanced,,,,Advanced Barrel,Advanced Barrel,,,
Barrel_AdvancedDesc,,,,[43b3ae]Automatic Rifles[-]の追加パーツ\n大きくダメージを上げる代わりに反動が増えるバレル。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,"Attachment for [43b3ae]Automatic Rifles[ffffff]. \nGreatly increases damage, but also slighlty increases weapon recoil. \nPress [66ff00]Insert[ffffff] button to open attachment menu.",,,
Mag_ExtendedPSG,,,,Extended Magazine (PSG-1),Extended Magazine (PSG-1),,,
Mag_ExtendedPSGDesc,,,,[43b3ae]PSG-1[-]ライフルの追加パーツ\n装填数：[e62020]+5[-]発\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]PSG-1[ffffff] Rifle. \nMagazine Size: [e62020]+5[ffffff] rounds. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Sight_AdvancedPSG,,,,Reflex Sight (PSG-1),Reflex Sight (PSG-1),,,
Sight_AdvancedPSGDesc,,,,[43b3ae]PSG-1[-]の追加パーツ\n中距離戦闘に最適な照準。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]PSG-1[ffffff] Rifle. \nGrants comfortable sight for middle-range combat. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
LaserAttachmentPSG,,,,Laser Sight (PSG-1),Laser Sight (PSG-1),,,
LaserAttachmentPSGDesc,,,,[43b3ae]PSG-1[-]ライフルの追加パーツ\n狙いやすいレーザーサイト。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]PSG-1[ffffff] Rifle. \nAdds laser beam for better aiming. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
BipodPSG,,,,Bipod (PSG-1),Bipod (PSG-1),,,
BipodPSGDesc,,,,[43b3ae]PSG-1[-]ライフルの追加パーツ\n銃の反動を抑える。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]PSG-1[ffffff] Rifle. \nReduces weapon recoil. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
ScopePSG,,,,Sniper Scope (PSG-1),Sniper Scope (PSG-1),,,
ScopePSGDesc,,,,[43b3ae]PSG-1[-]ライフルの追加パーツ\n超距離射撃用のズームスコープ。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]PSG-1[ffffff] Rifle. \nAdds zoomed scope for long-range combat. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Ejector_AdvancedPSG,,,,Advanced Ejector (PSG-1),Advanced Ejector (PSG-1),,,
Ejector_AdvancedPSGDesc,,,,[43b3ae]PSG-1[-]ライフルの追加パーツ。\nリロード時間と連射力を改善し、弾道を安定させる。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,"Attachment for [43b3ae]PSG-1[ffffff] Rifle. \nDecreases reload time and interval between shots, improves ballistics. \nPress [66ff00]Insert[ffffff] button to open attachment menu.",,,
smallCrossbow,,,,Advanced Crossbow,Advanced Crossbow,,,
smallCrossbowDesc,,,,現代の機械パーツを用いた「改良型クロスボウ」。全体の機能が改善されている。R長押しで弾薬を変える。,"Advanced crossbow assembled using modern mechanical parts and thus, has better overall stats. Hold reload to use alternate ammo.",,,
CrossbowParts,,,,Advanced Crossbow Parts,Advanced Crossbow Parts,,,
CrossbowProjectileHolder,,,,Advanced Crossbow Receiver,Advanced Crossbow Receiver,,,
CrossbowStock,,,,Advanced Crossbow Stock,Advanced Crossbow Stock,,,
CrossbowHousing,,,,Advanced Crossbow Housing,Advanced Crossbow Housing,,,
partsAdvCrossbowGroupDesc,,,,改良クロスボウの部品。組み立てて[66ff00]Advanced Crossbow[-]を完成させよう。,A part of the Advanced Crossbow. Assemble with other parts to create a complete [66ff00]Advanced Crossbow[ffffff].,,,
partsUMPGroupDesc,,,,UMPのパーツ組み立てて[66ff00]UMP[-]を完成させよう。,A part of the UMP Machinegun. Assemble with other parts to create a complete [66ff00]UMP[ffffff].,,,
partsHK416GroupDesc,,,,HK416マシンガンのパーツ組み立てて[66ff00]HK416[-]を完成させよう。,A part of the HK416 Machinegun. Assemble with other parts to create a complete [66ff00]HK416[ffffff].,,,
mg4PartsGroupDesc,,,,MG4マシンガンのパーツ。組み立てて、[66ff00]MG4[-]を完成させよう。,A part of the MG4 Machine Gun. Assemble with other parts to create a complete [66ff00]MG4[ffffff].,,,
SilencerMG,,,,Silencer (MG4),Silencer (MG4),,,
SilencerMGDesc,,,,[43b3ae]MG4[-]の追加パーツ。\n劇的な消音効果を発揮するが、少し威力は低減する。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,"Attachment for [43b3ae]MG4[ffffff]. \nReduces weapon noice drastically, but also slightly reduces damage. \nPress [66ff00]Insert[ffffff] button to open attachment menu.",,,
BipodMg,,,,Bipod (MG4),Bipod (MG4),,,
BipodMgDesc,,,,[43b3ae]MG4[-]の追加パーツ。\n銃の反動を抑える。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]MG4[ffffff]. \nReduces weapon recoil. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Sight_AdvancedMG,,,,Reflex Sight (MG4),Reflex Sight (MG4),,,
Sight_AdvancedMGDesc,,,,[43b3ae]MG4[-]の追加パーツ。\n中距離戦闘に適した照準。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]MG4[ffffff]. \nGrants comfortable sight for middle-range combat. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Sight_MagnifierMG,,,,Advanced Scope (MG4),Advanced Scope (MG4),,,
Sight_MagnifierMGDesc,,,,[43b3ae]MG4[-]の追加パーツ。\n長距離戦闘に最適なズームスコープ。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,Attachment for [43b3ae]MG4[ffffff]. \nAdds zoomed scope for long-range combat. \nPress [66ff00]Insert[ffffff] button to open attachment menu.,,,
Barrel_AdvancedMG,,,,Advanced Barrel (MG4),Advanced Barrel (MG4),,,
Barrel_AdvancedMGDesc,,,,[43b3ae]MG4[-]の追加パーツ。\n大いに威力を上げるがｍ反動が大きくなる。\n[66ff00]Insert[-]キーで武器の追加パーツを変更可能。,"Attachment for [43b3ae]MG4[ffffff]. \nGreatly increases damage, but also slighlty increases weapon recoil. \nPress [66ff00]Insert[ffffff] button to open attachment menu.",,,
steampunkRevolver,,,,SteamPunk Revolver,SteamPunk Revolver,,,
steampunkRevolverDesc,,,,「蒸気機関リボルバ―」.357 リボルバーの部品で作ったもの。,A SteamPunk Revolver. Created using modified .357 revolver parts.\n [ Crafted in crafter and assembly. ],,,
partsSteampunkRevolverGroupDesc,,,,蒸気機関リボルバ―のパーツ。組み立てて[66ff00]SteamPunk Revolver[-]を完成させよう。,A part of the SteamPunk Revolver. Assemble with other parts to create a complete [66ff00]SteamPunk Revolver[ffffff].,,,
buechse,,,,Buechse,Buechse,,,
buechseDesc,,,,蒸気機関の先込め銃。ブランダーバズの改良版で、至近距離に優れている。,A steampunk muzzle loader. Advanced version of the blunderbuss. Effective at very close ranges.\n [ Crafted in crafter. ],,,
lightBulb,,,,Light Bulb,Light Bulb,,,
lightBulbDesc,,,,「電球」。[87cefa]lights[-]と[87cefa]lamps[-]のクラフトに使う。,Use it to craft powered [87cefa]lights[ffffff] and [87cefa]lamps[ffffff].,,,
gaugeDesc,,,,「計量器」。改良した機械に使えるかもしれない。,Could be used for advanced devices.,,,
sheaveDesc,,,,プラスチック製ローラー。機械を作るのに使えるかもしれない。,Plastic roller. Could be used to craft mechanical devices.,,,
lawnMower,,,,Lawn Mower,Lawn Mower,,,
lawnMowerDesc,,,,「芝刈り機」。庭いじり用の機械で、草を刈るのに最適です。,A garden device. Excellent at cutting the grass.,,,
gaslineStraight,,,,Gas Line Pipe (Straight),Gas Line Pipe (Straight),,,
gaslineCorner,,,,Gas Line Pipe (Corner),Gas Line Pipe (Corner),,,
gaslineJoint,,,,Gas Line Pipe (Joint),Gas Line Pipe (Joint),,,
gaslineValve,,,,Gas Line Valve,Gas Line Valve,,,
heatlineStraight,,,,Heat Line Pipe (Straight),Heat Line Pipe (Straight),,,
heatlineCorner,,,,Heat Line Pipe (Corner),Heat Line Pipe (Corner),,,
heatlineJoint,,,,Heat Line Pipe (Joint),Heat Line Pipe (Joint),,,
heatlineValve,,,,Heat Line Valve,Heat Line Valve,,,
cableTest,,,,Power Cable (Ground),Power Cable (Ground),,,
cableTestTop,,,,Power Cable (Ceiling),Power Cable (Ceiling),,,
cableTestV,,,,"Power Cable (Wall, Horizontal)","Power Cable (Wall, Horizontal)",,,
cableTestV1,,,,"Power Cable (Wall, Vertical)","Power Cable (Wall, Vertical)",,,
cableTestCornerUpward,,,,Power Cable (Wall to Ground),Power Cable (Wall to Ground),,,
cableTestCornerDownward,,,,Power Cable (Wall to Ceiling),Power Cable (Wall to Ceiling),,,
cableTestCrossV,,,,Power Cable (Cross on Wall),Power Cable (Cross on Wall),,,
cableTestCross,,,,Power Cable (Cross on Ground),Power Cable (Cross on Ground),,,
gaslineGroupDesc,,,,ガスを消費する機械と供給源の[66ff00]Gas Tank[-]をつなぐのに使いましょう。,Connect your gas-consuming devices to the source of gas([66ff00]Gas Tank[ffffff]) using these pipes.,,,
heatlineGroupDesc,,,,熱を消費する機械と供給源の[66ff00]Boiler[-]をつなぐのに使います。,Connect your heat-consuming devices to the source of heat([66ff00]Boiler[ffffff]) using these pipes.,,,
cableGroupDesc,,,,電力を消費する機械と供給源の[66ff00]Generator[-]をつなぐのに使います。,Connect your energy-consuming devices to the source of power([66ff00]Generator[ffffff]) using these cables.,,,
smallGenerator,,,,Small Generator,Small Generator,,,
smallGeneratorDesc,,,,「小型エンジン」は[66ff00]gas cans[-]を入れて動かす。E長押しでON/OFFを切り替えたり、拾って置きなおすことができます。しかし、小型なため、[e62020]スイッチで延長できない[-]から気を付けましょう。つまり、10ブロックが限界距離です。,"A small generator. Put [66ff00]gas cans[ffffff] inside to make it work. You can turn it on / off. You can also pick it up and replace. But beware, this generator [e62020]cannot use switches[ffffff], so its powerline is limited to 10 meters.",,,
workbenchBig,,,,Big Workbench,Big Workbench,,,
workbenchBigDesc,,,,未加工の[66ff00]uranium[-]を扱うための特殊な作業台。,Special workbench used to enrich raw [66ff00]uranium[ffffff].,,,
electronicWorkbench,,,,Electronic Workbench,Electronic Workbench,,,
electronicWorkbenchDesc,,,,「電子工学作業台」は核弾薬を作るのに使えます。,You can create nuclear ammunition here.,,,
kitchenWorkbench,,,,Kitchen Table,Kitchen Table,,,
kitchenWorkbenchDesc,,,,食べ物、飲み物、スイーツが作れる「調理台」です。,"The place where you create all that tasty, juicy, sweet stuff.",,,
bigOven,,,,Big Oven,Big Oven,,,
bigOvenDesc,,,,「オーブン」は焼き物の料理を開放する夢に満ち溢れた調理器具です。,The Oven of full value allows you to cook and bake any meal of your dream.,,,
cookingWare,,,,Cooking Ware,Cooking Ware,,,
cookingWareDesc,,,,[66ff00]Big Oven[-]で[87cefa]pancakes[-]や[87cefa]burgers[-]\nや[87cefa]缶詰[-]を作る「調理器具」です。,"Used at [66ff00]Big Oven[ffffff] to cook [87cefa]pancakes[ffffff], [87cefa]burgers[ffffff] and [87cefa]canned goods[ffffff].",,,
kettle,,,,Kettle,Kettle,,,
kettleDesc,,,,[66ff00]Big Oven[-]で[87cefa]coffee[-]を沸かす\nための「やかん」です。,Used at [66ff00]Big Oven[ffffff] to make [87cefa]coffee[ffffff].,,,
mixer,,,,Mixer,Mixer,,,
mixerDesc,,,,[66ff00]Kitchen Table[-]で[87cefa]dough[-]などの\n小麦製品を作る「混ぜ器」です。,Used at the [66ff00]Kitchen Table[ffffff] to make [87cefa]dough[ffffff] and other floured products.,,,
blender,,,,Blender,Blender,,,
blenderDesc,,,,[66ff00]Kitchen Table[-]で[87cefa]ジュース[-]や[87cefa]アイス[-]\nや[87cefa]ミルクシェーキ[-]を作る「ミキサー」です。,"Used at the [66ff00]Kitchen Table[ffffff] to make all kind of [87cefa]juices[ffffff], [87cefa]ice creams[ffffff] and [87cefa]milkshakes[ffffff].",,,
meatGrinder,,,,Meat Grinder,Meat Grinder,,,
meatGrinderDesc,,,,[66ff00]Kitchen Table[-]で[87cefa]ミンチ[-]を作るため\nの「フードプロセッサー」です。,Used at the [66ff00]Kitchen Table[ffffff] to [87cefa]mince meat[ffffff].,,,
RadMushroom,,,,Radiated Mushroom,Radiated Mushroom,,,
RadMushroomDesc,,,,光る菌類…？食べられるけど、最先端医療薬の材料にもなる。,"Glowing fungus... While barely edible, it could be used as ingridient for some cutting-edge medicine.",,,
cntFridgeTopE,,,,Refrigerator,Refrigerator,,,
cntFridgeTopEDesc,,,,食べ物を収納する「冷蔵庫」です。[66ff00]生存者[-]や[66ff00]加工士[-]などの[66ff00]NPC[-]はここで食べ物を探します。,"The place to store your food. All [66ff00]survivors[ffffff], [66ff00]crafters[ffffff] and other [66ff00]npc's[ffffff] will look for food here. This requires power provided by refrigerator power supply",,,
cntFridgeBottomE,,,,Refrigerator Power Supply,Refrigerator Power Supply,,,
cntFridgeBottomEDesc,,,,「冷蔵庫の配電部分」です。冷蔵庫本体に電力を送ります。,Refrigerator power supply. Provides power to your refrigerators\n [ Crafted in Workbench. ],,,
assaultRifleTriggerHousing,,,,Assault Rifle Trigger Housing,Assault Rifle Trigger Housing,,,
assaultRifleStock,,,,Assault Rifle Stock,Assault Rifle Stock,,,
assaultRifleBarrel,,,,Assault Rifle Barrel,Assault Rifle Barrel,,,
acw-r_parts,,,,Assault Rifle Parts,Assault Rifle Parts,,,
assaultRiflePartsGroupDesc,,,,アサルトライフルのパーツです。組み立てて、[66ff00][-]を完成させよう。,A part of the Assault Rifle. Assemble with other parts to create a complete [66ff00]Assault Rifle[ffffff].,,,
rubber,,,,Rubber,Rubber,,,
rubberDesc,,,,「ゴム」は弾力のある素材で、防具や道具を作るのに使えます。,Rubber is an elastic material used to create some protection clothes and tools.\n [ Crafted in Campfire with a Cooking Pot. ],,,
iodineOre,,,,Iodine Ore,Iodine Ore,,,
iodineOreDesc,,,,「ヨード鉱石」はヨードを取り出せる鉱石です。,You can mine iodine from this ore.,,,
iodine,,,,Iodine,Iodine,,,
iodineDesc,,,,「ヨード」は[66ff00]対放射線薬品[-]を作るのに使えます。,Iodine can be used to create [66ff00]anti-radiation chemicals[ffffff].,,,
foodJuiceGroupDesc,,,,栄養豊富なフルーツジュースは、ビタミンとエネルギーでいっぱいです。,"Nutritious fruit juice, full of vitamins and energy. They also provide some useful buffs. [66ff00]These drinks have high resistence to spoilage. Good to travel.[ffffff]",,,
foodMilkShakeGroupDesc,,,,牛乳と混ぜたフルーツスムージーです。この組み合わせは驚愕です！,Milk shaked with a fruit slices. Energy value of this mix is incredible! [66ff00]This food has low resistence to spoilage[ffffff],,,
foodIceGroupDesc,,,,フルーツアイスです。激うまですが、乱用は避けましょう。 (｡・ ＊<)ゞ\n溶けやすいので、お早めに！,"Fruit Icecream. Useful in small doses! [66ff00]Tastes good, but you better eat it quickly![ffffff].",,,
foodCakeGroupDesc,,,,栄養たっぷりケーキ、甘い！,Nutrient piece of cake. So sweet! [66ff00]This food has medium to low resistence to spoilage[ffffff].,,,
appleJuice,,,,Apple Juice,Apple Juice,,,
limeJuice,,,,Lime Juice,Lime Juice,,,
lemonJuice,,,,Lemon Juice,Lemon Juice,,,
orangeJuice,,,,Orange Juice,Orange Juice,,,
peachJuice,,,,Peach Juice,Peach Juice,,,
pearJuice,,,,Pear Juice,Pear Juice,,,
cherryJuice,,,,Cherry Juice,Cherry Juice,,,
tomatoJuice,,,,Tomato Juice,Tomato Juice,,,
strawberryJuice,,,,Strawberry Juice,Strawberry Juice,,,
carrotJuice,,,,Carrot Juice,Carrot Juice,,,
cocoJuice,,,,Coconut Juice,Coconut Juice,,,
blueberryJuice,,,,Blueberry Juice,Blueberry Juice,,,
appleMilkShake,,,,Apple Milk Shake,Apple Milk Shake,,,
bananaMilkShake,,,,Banana Milk Shake,Banana Milk Shake,,,
orangeMilkShake,,,,Orange Milk Shake,Orange Milk Shake,,,
peachMilkShake,,,,Peach Milk Shake,Peach Milk Shake,,,
pearMilkShake,,,,Pear Milk Shake,Pear Milk Shake,,,
cherryMilkShake,,,,Cherry Milk Shake,Cherry Milk Shake,,,
strawberryMilkShake,,,,Strawberry Milk Shake,Strawberry Milk Shake,,,
cocoMilkShake,,,,Coconut Milk Shake,Coconut Milk Shake,,,
blueberryMilkShake,,,,Blueberry Milk Shake,Blueberry Milk Shake,,,
appleIce,,,,Apple Ice Cream,Apple Ice Cream,,,
bananaIce,,,,Banana Ice Cream,Banana Ice Cream,,,
lemonIce,,,,Lemon Ice Cream,Lemon Ice Cream,,,
peachIce,,,,Peach Ice Cream,Peach Ice Cream,,,
pearIce,,,,Pear Ice Cream,Pear Ice Cream,,,
cherryIce,,,,Cherry Ice Cream,Cherry Ice Cream,,,
strawberryIce,,,,Strawberry Ice Cream,Strawberry Ice Cream,,,
cocoIce,,,,Coconut Ice Cream,Coconut Ice Cream,,,
blueberryIce,,,,Blueberry Ice Cream,Blueberry Ice Cream,,,
appleCake,,,,Apple Cake,Apple Cake,,,
bananaPancakes,,,,Banana Pancakes,Banana Pancakes,,,
